Nrtasks,Time,Makespan,MaxTemp,Top1percenthighs
1,0.0008242130279541016,15,345.05,345.05
2,0.0011951923370361328,15,349.54,348.0907407407407
3,0.0043528079986572266,34,348.88,346.13327868852485
4,0.006410360336303711,34,353.51,348.8473770491803
5,0.012678861618041992,34,368.34,368.15147540983605
6,0.010636329650878906,34,369.46,368.36475409836066
7,0.011670827865600586,35,369.5,368.37396825396826
8,0.031154155731201172,55,374.82,374.6365656565658
9,0.0687875747680664,55,396.54,396.0597979797982
10,0.07094836235046387,55,396.55,396.0650505050505
11,0.0772712230682373,55,396.55,396.07292929292925
12,0.07800149917602539,55,396.65,396.21151515151496
13,0.10948896408081055,55,396.85,396.4802020202019
14,0.11091947555541992,55,404.25,400.36616161616155
15,0.12376785278320312,55,404.43,400.5695959595958
16,0.14057302474975586,55,404.82,401.0186868686869
17,0.17804527282714844,55,433.54,429.7274747474746
18,0.17362666130065918,55,433.62,429.77919191919193
19,0.1880044937133789,55,433.89,429.9646464646465
20,0.21264028549194336,55,448.86,444.49454545454574
21,0.2285604476928711,55,449.78,445.2396969696972
22,0.2346935272216797,55,449.87,445.31494949494936
23,0.28995323181152344,55,458.15,455.1670707070709
24,0.26749753952026367,55,465.48,456.9545454545453
25,0.26800107955932617,55,465.49,456.9634343434345
26,0.28045201301574707,55,465.66,457.0689898989902
27,0.3040931224822998,55,470.55,464.7223232323233
28,0.3140113353729248,55,470.6,464.7485858585858
29,0.32347750663757324,55,473.73,467.8907070707072
30,0.35196638107299805,55,474.02,468.1239393939395
31,0.3424952030181885,55,489.9,477.3261616161617
32,0.35214853286743164,55,489.96,477.38303030303035
33,0.3611617088317871,55,491.89,479.4851515151518
34,0.3622610569000244,55,491.89,481.7437373737376
35,0.37918949127197266,55,491.9,487.15393939393937
36,0.40502476692199707,55,492.1,487.3228282828284
37,0.4107704162597656,55,499.78,494.60454545454536
38,0.4275853633880615,55,499.79,494.61484848484827
39,0.4588618278503418,55,499.88,494.72828282828283
40,0.4537465572357178,55,500.03,494.8995959595962
41,0.47155284881591797,70,499.98,493.677619047619
42,0.5482535362243652,89,499.96,492.331625
43,0.6516761779785156,89,499.96,492.34062499999993
44,0.7221732139587402,89,499.97,492.3501875000002
45,0.8083398342132568,89,499.98,492.3615624999996
46,0.8397345542907715,89,502.09,493.756125
47,0.9073348045349121,89,502.09,493.83906250000007
48,0.9923827648162842,89,502.1,493.8509375
49,1.0784387588500977,89,502.1,493.8590000000001
50,1.1333987712860107,89,502.21,494.0107500000002
51,1.132636308670044,89,506.66,499.0847500000001
52,1.1647188663482666,89,506.66,499.08793750000007
53,1.2381234169006348,89,506.67,499.0905624999999
54,1.2832746505737305,89,506.67,499.0958750000001
55,1.3217694759368896,89,506.84,499.2527500000002
56,1.3566181659698486,89,506.84,501.0227499999998
57,1.4059016704559326,89,506.85,501.0255624999997
58,1.4843764305114746,89,507.06,501.22212499999995
59,1.4862086772918701,89,507.07,501.2266249999998
60,1.506544589996338,89,507.07,501.23343749999987
61,1.5146698951721191,89,507.08,501.2378125
62,1.5236256122589111,89,507.08,501.2671875
63,1.5378198623657227,89,507.09,501.27412500000025
64,1.6067023277282715,106,507.06,500.6721578947368
65,1.7193024158477783,117,507.05,500.26633333333336
66,1.8336386680603027,117,507.05,500.26795238095235
67,1.9723079204559326,117,507.05,500.27666666666653
68,1.98087477684021,117,507.05,500.27738095238095
69,2.095749616622925,117,507.17,500.373619047619
70,2.105710506439209,117,507.18,500.3754761904761
71,2.2549259662628174,132,507.16,499.8460337552743
72,2.370171308517456,132,507.16,499.84738396624465
73,2.4799022674560547,132,507.17,499.8490295358649
74,2.5675008296966553,132,507.17,499.85080168776346
75,2.7334790229797363,132,507.17,499.8531645569618
76,2.795586109161377,132,507.37,500.0102531645566
77,2.9538512229919434,132,507.38,500.0136286919828
78,3.0368502140045166,132,507.38,500.0147679324891
79,3.322575092315674,132,507.38,500.01928270042174
80,3.2816004753112793,132,507.39,500.0204641350209
81,3.500483274459839,132,507.4,500.03147679324877
82,3.4963572025299072,132,507.4,500.0337552742614
83,3.6984517574310303,132,507.4,500.0349367088603
84,3.581639528274536,132,507.4,500.03544303797423
85,3.639508008956909,132,507.48,500.096329113924
86,3.7195239067077637,132,507.49,500.10101265822766
87,3.719332218170166,132,507.52,500.12383966244715
88,3.7066855430603027,132,507.52,500.1335864978903
89,3.820885419845581,132,507.52,500.1359915611813
90,3.8878092765808105,132,507.52,500.1372995780589
91,4.016537189483643,132,507.52,500.1395358649787
92,4.101102590560913,132,507.53,500.1586075949366
93,4.165405035018921,132,507.53,500.3457383966242
94,4.25750994682312,132,507.53,502.005316455696
95,4.278661012649536,132,507.62,502.06265822784815
96,4.476752519607544,132,513.69,504.13168776371316
97,4.52523136138916,132,516.23,505.3536708860762
98,4.544408082962036,132,516.23,506.32194092827
99,4.671839237213135,132,518.26,506.63620253164544
100,4.948564291000366,132,518.26,506.79843881856556
120,8.119077444076538,170,529.21,513.6537254901959
140,12.883128881454468,218,529.21,516.1467602040816
160,19.00950860977173,237,529.22,517.2559154929579
180,23.860567331314087,237,529.22,517.6731220657279
200,30.343039512634277,251,529.47,517.8386696230596
220,39.631783962249756,317,529.47,516.0604736842101
240,49.43298053741455,337,529.67,515.7375577557751
260,61.07166814804077,337,529.67,515.9421452145209
280,74.40955233573914,372,529.78,515.3043946188344
300,88.05171084403992,388,529.79,515.1591404011458
320,98.11595225334167,418,529.79,514.6366755319146
340,120.29631614685059,438,529.79,514.3399365482232
360,141.59716939926147,474,529.79,513.7459671746775
380,160.8055944442749,485,529.79,513.5995876288658
400,183.83704686164856,522,529.79,513.0525665601701
420,206.56076049804688,559,529.79,512.5687375745524
440,247.20185136795044,599,529.79,512.0669202226353
460,264.6935703754425,618,529.79,511.9332194244611
480,294.6887934207916,635,529.79,511.8207086614182
500,334.9654619693756,654,529.79,511.5768054375535

