Nrtasks,Time,Makespan,MaxTemp,AvgTemp
1,0.002994537353515625,15,345.05,325.77433038999294
2,0.0071926116943359375,15,351.49,327.2125533480499
3,0.010352849960327148,19,356.36,331.0149650959859
4,0.009559869766235352,19,353.51,331.45898196625944
5,0.011450529098510742,19,364.87,338.3380017452007
6,0.014656782150268555,19,384.24,339.0603432228039
7,0.018622159957885742,19,373.27,340.5994938917975
8,0.021361589431762695,20,408.34,357.55600331674964
9,0.026738882064819336,20,427.81,374.3007849640685
10,0.03327631950378418,20,440.64,380.04876727473743
11,0.038584232330322266,20,481.13,386.08204809286894
12,0.04383993148803711,21,420.41,380.0109794628752
13,0.11816048622131348,28,446.55,373.1418801897983
14,0.10416078567504883,28,448.17,374.4192408066431
15,0.12124323844909668,28,446.92,379.108540925267
16,0.15114545822143555,28,443.09,385.16150850138393
17,0.2004258632659912,41,432.65,370.1903622600702
18,0.17986702919006348,41,454.22,371.90324276831575
19,0.2545146942138672,41,461.57,376.99389294403886
20,0.29591941833496094,51,448.92,368.2680256577516
21,0.3384883403778076,51,443.47,371.8262535333768
22,0.37484002113342285,51,461.85,373.3099119373776
23,0.6033902168273926,66,448.14,366.0545982518071
24,2.059680938720703,67,453.67,363.54434591819836
25,2.5089054107666016,67,457.2,362.45927968206666
26,2.7871668338775635,67,459.25,366.34383672793507
27,4.415171146392822,67,450.28,370.3811077993046
28,4.30430793762207,67,446.77,369.05319506540826
29,10.195805549621582,70,448.49,369.1902504358853
30,10.974164485931396,70,466.23,372.1005547630369

