Nrtasks,Time,Makespan,MaxTemp
1,1.1264395713806152,15,345.05
2,0.053159475326538086,15,343.67
3,0.07764101028442383,19,344.85
4,0.09797859191894531,19,355.83
5,0.1329333782196045,19,371.02
6,0.17835378646850586,19,365.07
7,0.21121621131896973,19,394.44
8,0.3435549736022949,20,392.57
9,2.1950974464416504,20,398.68
10,9.421624660491943,20,399.11

