Nrtasks,Time,Makespan,MaxTemp,Avgtemp
0, 0.008000612258911133, 0, 318.15, 318.1499999999999 
10, 0.04024529457092285, 20, 394.53, 357.5783112216694 
20, 0.04077553749084473, 20, 463.45, 393.0650359314539 
30, 0.04218411445617676, 20, 489.58, 443.4069762299613 
40, 0.05335283279418945, 25, 492.76, 454.4779393536963 
50, 0.05848383903503418, 30, 501.16, 463.56010520487257 
60, 0.06801581382751465, 35, 502.14, 462.86652421652434 
70, 0.07648205757141113, 40, 501.34, 467.08804239401474 
80, 0.08360791206359863, 45, 501.92, 465.2690983000738 
90, 0.09443926811218262, 51, 503.2, 467.95850293542065 
100, 0.11806297302246094, 60, 505.42, 466.2558023664264 
110, 0.12222409248352051, 67, 505.19, 467.0997706573938 
120, 0.1375410556793213, 75, 504.16, 466.2940723479803 
130, 0.1568160057067871, 80, 506.76, 466.98212997641826 
140, 0.15688014030456543, 85, 505.94, 467.9482602167384 
150, 0.16909241676330566, 93, 505.91, 467.4898639455782 
160, 0.17613863945007324, 98, 501.66, 467.7760108732586 
170, 0.18204689025878906, 103, 509.77, 468.6660992563854 
180, 0.18704891204833984, 108, 507.42, 469.19417771610654 
190, 0.21089696884155273, 115, 506.63, 469.41894005212845 
200, 0.2199845314025879, 122, 506.08, 469.59644144144113 
210, 0.23618674278259277, 127, 508.03, 469.43804528367826 
220, 0.24097084999084473, 134, 507.3, 470.3041917308808 
230, 0.2673356533050537, 142, 507.8, 469.97914184064444 
240, 0.3012728691101074, 148, 508.52, 470.1094770800511 
250, 0.3324465751647949, 154, 510.23, 469.8681105342852 
260, 0.31529760360717773, 161, 506.01, 469.58314366508046 
270, 0.31044697761535645, 166, 507.69, 470.06616696769026 
280, 0.3315584659576416, 173, 511.95, 470.2897746967071 
290, 0.33574604988098145, 179, 506.54, 469.8805388051369 
300, 0.34511780738830566, 184, 507.87, 470.12993029150846 
310, 0.39752984046936035, 190, 508.01, 470.2200330235545 
320, 0.3815758228302002, 199, 510.85, 469.73287934594566 
330, 0.37662672996520996, 206, 508.3, 469.7912537063993 
340, 0.39588260650634766, 213, 509.94, 469.7419755983106 
350, 0.41960883140563965, 217, 510.33, 469.84610138696956 
360, 0.426785945892334, 222, 510.23, 469.8047268497672 
370, 0.43854713439941406, 229, 505.74, 469.5286560938938 
380, 0.4492974281311035, 234, 514.61, 469.69314680336055 
390, 0.4703798294067383, 242, 508.61, 469.39860273532526 
400, 0.4760715961456299, 249, 507.67, 469.54299901868916 
410, 0.49593067169189453, 254, 508.78, 469.78836569154777 
420, 0.4928572177886963, 261, 510.09, 469.8017275203201 
430, 0.5159659385681152, 265, 506.38, 469.63222201265734 
440, 0.5257153511047363, 272, 506.25, 469.33144289272695 
450, 0.5605902671813965, 278, 511.88, 469.58426125694194 
460, 0.5339555740356445, 283, 508.35, 469.58752639428553 
470, 0.6076900959014893, 288, 513.39, 469.6141879748541 
480, 0.6101312637329102, 293, 508.49, 469.5609141741543 
490, 0.6393685340881348, 299, 505.67, 469.6690978491028 
500, 0.6426773071289062, 307, 510.01, 469.74415264662315 
510, 0.681495189666748, 313, 507.93, 469.77816352602974 
520, 0.6799600124359131, 318, 508.9, 470.0102043382581 
530, 0.6898033618927002, 325, 513.31, 470.097360982945 
540, 0.71470046043396, 331, 509.91, 470.15257139501216 
550, 0.6869673728942871, 337, 510.25, 470.16668133425617 
560, 0.6970527172088623, 342, 508.27, 469.9652432686992 
570, 0.6913349628448486, 348, 505.84, 470.04857959079413 
580, 0.6912832260131836, 354, 507.28, 469.9529506730677 
590, 0.7104818820953369, 359, 510.0, 470.0964695689844 
600, 0.7417190074920654, 366, 509.83, 469.9289491335098 
610, 0.7516624927520752, 370, 509.83, 469.98742081719683 
620, 0.7380881309509277, 379, 508.9, 470.2812711392471 
630, 0.7766709327697754, 388, 509.03, 470.20443055913415 
640, 0.7497713565826416, 393, 509.21, 470.36462251618207 
650, 0.7713768482208252, 399, 509.02, 470.26449859405886 
660, 0.7889204025268555, 405, 507.52, 470.27656134287827 
670, 0.7842836380004883, 410, 511.28, 470.4203916388955 
680, 0.858121395111084, 417, 508.19, 470.609846426383 
690, 0.8396439552307129, 423, 513.76, 470.56545668216063 
700, 0.8538095951080322, 429, 510.56, 470.5205183976793 
710, 0.873955488204956, 434, 510.09, 470.4692881824463 
720, 0.8693478107452393, 440, 508.28, 470.31451185336664 
730, 0.904721736907959, 447, 508.68, 470.3893636770294 
740, 0.9085986614227295, 453, 512.19, 470.26606402805345 
750, 0.9048471450805664, 460, 510.34, 470.3389645970683 
760, 0.9278297424316406, 466, 511.16, 470.4293918806173 
770, 0.997948169708252, 473, 510.19, 470.32138483759564 
780, 0.9765462875366211, 481, 510.96, 470.42255075174944 
790, 1.004573106765747, 487, 511.71, 470.3657665548939 
800, 1.059006929397583, 491, 509.9, 470.3818118056967 
810, 1.0071120262145996, 496, 509.11, 470.38917769714874 
820, 1.0480287075042725, 501, 510.02, 470.50612785205936 
830, 1.025635004043579, 506, 510.1, 470.53316735822926 
