Nrtasks,Time,Makespan,MaxTemp
1,0.03726053237915039,15,345.05
2,0.0512845516204834,15,343.67
3,0.0792233943939209,19,344.85
4,0.09639477729797363,19,348.65
5,0.1292285919189453,19,371.2
6,0.16936039924621582,19,371.23
7,0.21256256103515625,19,378.96
8,0.9227206707000732,20,387.45
9,4.234423637390137,20,398.96
10,8.903173685073853,20,400.49

