Nrtasks,Time,Makespan,MaxTemp,Top1percenthighs
1,0.0005710124969482422,15,346.84,346.8400000000001
2,0.0015387535095214844,15,351.37,350.5
3,0.0031147003173828125,34,350.7,348.65999999999997
4,0.005850553512573242,34,355.48,353.03407407407406
5,0.008085012435913086,34,371.11,368.86481481481485
6,0.010655879974365234,34,375.5,372.02444444444444
7,0.012943029403686523,34,386.24,380.7911111111111
8,0.014951229095458984,34,397.81,397.6537037037037
9,0.017136573791503906,54,397.62,397.33511627906967
10,0.020781755447387695,54,397.69,397.4144186046511
11,0.024583101272583008,54,397.78,397.5183720930233
12,0.02570652961730957,54,397.82,397.56279069767436
13,0.028608322143554688,54,398.19,397.9860465116279
14,0.032166242599487305,54,398.31,398.1225581395349
15,0.03475785255432129,69,397.82,397.4950909090909
16,0.038057804107666016,69,398.04,397.7427272727272
17,0.04084610939025879,86,397.97,397.58338235294116
18,0.04772782325744629,86,398.13,397.7220588235293
19,0.051412105560302734,86,398.52,398.3182352941176
20,0.054567575454711914,86,398.52,398.35985294117654
21,0.056246042251586914,98,398.52,398.29205128205126
22,0.06092429161071777,98,398.52,398.3080769230769
23,0.07224607467651367,113,398.52,398.2599999999999
24,0.07053709030151367,113,398.57,398.31477777777764
25,0.07915544509887695,113,398.61,398.3705555555555
26,0.08193135261535645,113,398.63,398.38477777777786
27,0.08677911758422852,129,398.59,398.32650485436886
28,0.09455537796020508,129,398.7,398.5209708737862
29,0.09932088851928711,129,401.33,399.7245631067959
30,0.10574197769165039,129,401.33,399.72466019417453
31,0.11119461059570312,129,401.33,399.72466019417453
32,0.1168670654296875,129,401.33,399.72466019417453
33,0.12133312225341797,129,401.33,399.7258252427183
34,0.12701892852783203,129,401.33,399.7281553398057
35,0.13152647018432617,129,401.37,399.77524271844635
36,0.14108538627624512,144,401.37,399.687391304347
37,0.14756059646606445,144,401.37,399.68817391304276
38,0.15559029579162598,144,401.37,399.7448695652173
39,0.16561532020568848,144,401.37,399.7466086956521
40,0.16952776908874512,144,401.37,399.748
41,0.17746567726135254,144,401.37,399.7497391304348
42,0.1846485137939453,163,401.37,399.6610769230766
43,0.18941235542297363,163,401.37,399.6649999999998
44,0.19798660278320312,174,401.37,399.62107913669047
45,0.20985150337219238,174,401.37,400.0159712230217
46,0.2128736972808838,174,402.53,400.46906474820156
47,0.22084832191467285,194,402.53,400.36916129032255
48,0.23008036613464355,194,402.53,400.37038709677415
49,0.24178814888000488,209,402.53,400.30233532934125
50,0.2648584842681885,209,402.53,400.32880239520944
51,0.264815092086792,209,402.53,400.3292814371256
52,0.2742955684661865,209,402.53,400.3297604790417
53,0.29183268547058105,226,402.53,400.2598333333333
54,0.30213260650634766,226,402.53,400.26094444444436
55,0.3159918785095215,226,402.53,400.2613333333332
56,0.3488426208496094,226,402.53,400.2617222222221
57,0.3449432849884033,232,402.53,400.2363783783783
58,0.3832864761352539,232,402.53,400.2368108108108
59,0.37667346000671387,232,402.53,400.24151351351315
60,0.37921142578125,232,402.53,400.3238918918917
61,0.43278932571411133,245,402.53,400.26908163265296
62,0.4192960262298584,245,402.53,400.26918367346923
63,0.41829538345336914,245,402.53,400.3197448979593
64,0.429304838180542,262,402.53,400.26296650717705
65,0.4443199634552002,262,402.53,400.26377990430615
66,0.4622480869293213,262,402.53,400.2642105263158
67,0.4908478260040283,262,402.53,400.2653110047847
68,0.48752474784851074,262,402.53,400.51119617224873
69,0.5084547996520996,262,402.53,400.53071770334935
70,0.5228378772735596,262,402.54,400.53138755980865
71,0.537574291229248,277,402.53,400.4828959276017
72,0.554133415222168,277,402.53,400.483438914027
73,0.5693392753601074,277,402.54,400.48398190045236
74,0.5835213661193848,277,402.55,401.0071945701357
75,0.617361307144165,296,402.55,400.94050847457623
76,0.6305441856384277,296,402.55,400.94072033898306
77,0.6670575141906738,296,402.55,400.9416101694915
78,0.6733760833740234,296,402.55,400.94194915254235
79,0.6806702613830566,314,402.55,400.8775697211155
80,0.7009294033050537,314,402.55,400.8778884462151
81,0.7198169231414795,314,402.55,400.8809163346612
82,0.7439107894897461,334,402.55,400.8168164794007
83,0.7737102508544922,334,402.55,400.81722846441943
84,0.8483233451843262,334,403.41,401.151872659176
85,0.8245878219604492,334,403.41,401.2320973782769
86,0.8481869697570801,334,404.58,401.33764044943825
87,0.8861525058746338,334,404.58,401.3381647940075
88,0.9231984615325928,334,404.58,401.58531835205997
89,0.9009332656860352,334,404.6,401.5860299625469
90,0.923105001449585,334,404.61,401.5865543071162
91,0.9499332904815674,343,404.6,401.556496350365
92,0.9598836898803711,343,404.61,401.5574452554745
93,0.9787182807922363,354,404.6,401.51840989399295
94,1.0456421375274658,359,404.6,401.5007317073171
95,1.1578481197357178,359,404.6,401.6128919860627
96,1.1667754650115967,368,404.59,401.57921768707496
97,1.124464511871338,381,404.58,401.53289473684225
98,1.1509931087493896,381,404.59,401.5394407894739
99,1.1644515991210938,381,404.6,401.5401644736844
100,1.183075189590454,381,404.6,401.6619736842106
110,1.5743765830993652,422,404.61,401.6741839762611
120,2.029534339904785,479,404.59,401.7145430809403
130,2.450352430343628,548,404.57,401.6308219178082
140,3.0303714275360107,579,404.58,401.7619222462204
150,3.716860771179199,649,406.07,401.9522543352601
160,4.4474592208862305,710,406.07,401.85695422535196
170,5.205107688903809,730,410.41,402.3795719178081
180,6.366717576980591,768,410.41,402.3570195439739
190,7.024831533432007,813,410.46,402.45858461538484
200,8.106624126434326,857,410.46,402.42970802919706
210,9.48238730430603,932,410.46,402.3713691275169
220,10.785637617111206,992,410.46,402.29375788146297
230,12.494316339492798,1018,410.46,402.4100245700248
240,13.824839115142822,1068,410.46,402.4580093676819
250,15.933004379272461,1107,410.46,402.4204858757063
260,18.34244656562805,1157,410.46,402.4319351351357
270,19.64595651626587,1187,410.46,402.4018229715495
280,21.54942035675049,1221,410.46,402.4873360655741
290,24.2424476146698,1259,410.46,402.5805561072498
300,26.25424551963806,1339,410.46,402.62738562091477
310,27.578947067260742,1361,410.46,402.65950367647025
320,31.17729902267456,1387,410.46,402.63441839495016
330,34.53376293182373,1433,410.46,402.5943891797556
340,36.60389542579651,1482,410.46,402.5610801687763
350,39.09812664985657,1555,410.46,402.49842443729875
360,42.86759042739868,1592,410.46,402.46856245090305
370,45.723429441452026,1630,410.46,402.4449693251527
380,49.298370122909546,1674,410.46,402.42288274831947
390,54.329715967178345,1709,410.46,402.4638624725665
400,58.179593324661255,1785,410.46,402.4084593837532
410,62.390159368515015,1802,410.46,402.4631367106174
420,69.18330812454224,1846,410.46,402.4480962059624
430,71.0516881942749,1899,410.46,402.4720605661616
440,77.76866888999939,1937,410.46,402.44857972885717
450,79.03366470336914,1972,410.46,402.4315282181357
460,87.71848654747009,2029,410.46,402.4539556377076
470,94.60835456848145,2067,410.46,402.4591167574107
480,95.7536211013794,2101,410.46,402.4676964285717
490,105.77163100242615,2126,410.46,402.53108235293985
500,107.69860315322876,2174,410.46,402.5040885566408

