Nrtasks,Time,Makespan,MaxTemp
1,1.1412038803100586,15,347.72
2,0.1081705093383789,15,343.57
3,0.141998291015625,19,345.88
4,0.1822502613067627,19,363.26
5,0.2438523769378662,19,370.25
6,0.3205409049987793,19,380.94
7,0.4771089553833008,19,382.28
8,1.8196399211883545,20,400.22
9,4.48578667640686,20,399.46
10,6.864469289779663,20,399.11

