Nrtasks,Time,Makespan,MaxTemp,AvgTemp
1,0.003442049026489258,15,347.72,325.9415869511893
2,0.00893855094909668,15,354.07,327.3741918077017
3,0.010355472564697266,19,355.24,331.2006922629436
4,0.011505365371704102,19,355.56,332.35866007368634
5,0.018266677856445312,19,370.1,339.3310316075237
6,0.017943382263183594,19,369.63,339.46937366686063
7,0.0225675106048584,19,367.59,339.79987395772736
8,0.029354095458984375,20,424.19,361.38734107241567
9,0.03818321228027344,20,425.96,378.73235304956694
10,0.04526925086975098,20,455.58,381.0359388243964
11,0.08655643463134766,20,471.41,382.26920029482216
12,0.07617950439453125,21,442.62,379.95774091627175
13,0.11953234672546387,28,465.94,374.73249769342306
14,0.13597631454467773,28,427.28,374.51316594174244
15,0.1493990421295166,28,450.26,379.14347700013167
16,0.17191028594970703,28,458.3,385.78629893238434
17,0.2818458080291748,41,460.89,374.24401189510684
18,0.3150362968444824,41,443.91,373.0743002613319
19,0.3193538188934326,41,461.35,375.72587365954763
20,0.45304107666015625,51,445.1,369.4654751032834
21,0.4435555934906006,51,449.85,371.8840465318547
22,0.5229325294494629,51,467.32,374.40171848952673
23,0.7988712787628174,66,487.96,364.5826609514203
24,3.537400722503662,67,446.16,364.88117017166184
25,4.465261697769165,67,451.78,364.75750289783076
26,4.401526927947998,67,442.43,365.8931600154552
27,4.829487323760986,67,479.07,370.1646795827124
28,1.6210591793060303,67,465.14,370.87482861400895
29,9.475036859512329,70,446.55,368.8697458656944
30,21.947211980819702,70,501.28,372.1554873989538

