Nrtasks,Time,Makespan,MaxTemp,Top1percenthighs
1,0.0033049583435058594,15,352.96,349.76025000000004
2,0.00918436050415039,15,349.29,348.392
3,0.009234428405761719,19,351.06,351.01823529411774
4,0.011654376983642578,19,354.0,353.3792156862745
5,0.015804290771484375,19,383.42,383.19274509803915
6,0.020074844360351562,19,368.85,368.1170588235294
7,0.027660846710205078,19,369.4,367.3937254901961
8,0.032790184020996094,20,395.87,395.6781481481482
9,0.044442176818847656,20,416.95,414.74555555555537
10,0.05133414268493652,20,405.47,405.33222222222224
11,0.08427119255065918,20,421.75,421.2574074074074
12,0.07090902328491211,20,425.81,423.93037037037044
13,0.08399367332458496,20,447.48,442.15092592592595
14,0.09764623641967773,20,446.61,445.8983333333334
15,0.13122129440307617,20,428.18,427.0981481481483
16,0.20265960693359375,20,463.81,461.00166666666667
17,0.3632066249847412,20,452.62,452.5140740740742
18,1.1593616008758545,20,459.42,459.2755555555557
19,5.513434410095215,27,467.17,466.5136986301369
20,2.9365358352661133,27,445.14,444.54520547945197
21,7.3026628494262695,27,458.87,458.2191780821918
22,4.406278133392334,27,460.35,459.7609589041097
23,5.529897689819336,30,482.8,482.03901234567917
24,9.8431556224823,30,471.78,462.8428395061729
25,26.19585871696472,30,453.92,453.5537037037035
26,20.002511501312256,30,492.2,491.2574074074074
27,77.6408269405365,31,481.1,475.3918072289157
28,56.83341121673584,31,483.44,477.78072289156603
29,112.18016052246094,31,499.88,498.615542168675
30,154.0229151248932,31,487.07,486.19421686747006

