PE_L1_1 PE_L1_2 PE_L1_3 PE_L1_4 PE_L1_5 PE_L1_6 PE_L1_7 PE_L1_8 PE_L1_9 PE_L2_1 PE_L2_2 PE_L2_3 PE_L2_4 PE_L2_5 PE_L2_6 PE_L2_7 PE_L2_8 PE_L2_9 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 23 79 26 0 54 87 0 0 0 68 40 20 31 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 20 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 0 87 0 0 0 68 40 0 32 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 0 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 26 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
0 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 38 34 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 87 0 0 0 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
45 0 79 0 0 54 95 0 0 51 68 40 0 0 0 0 0 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 95 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 79 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 0 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
34 0 0 0 0 0 81 0 0 51 0 0 0 0 0 0 28 0 
