PE_L1_1 PE_L1_2 PE_L1_3 PE_L1_4 PE_L1_5 PE_L1_6 PE_L1_7 PE_L1_8 PE_L1_9 PE_L2_1 PE_L2_2 PE_L2_3 PE_L2_4 PE_L2_5 PE_L2_6 PE_L2_7 PE_L2_8 PE_L2_9 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 54 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 20 28 31 32 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 23 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
26 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 45 34 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 0 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 38 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 50 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 34 0 0 0 0 0 0 0 28 28 31 40 51 24 31 25 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 51 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 28 28 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 87 94 31 31 40 89 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 84 31 40 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 0 94 87 54 0 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 64 94 87 54 85 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 24 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
0 0 0 0 0 0 0 0 0 81 94 87 54 38 68 0 79 81 
