Nrtasks,Time,Makespan,MaxTemp,Top1percenthighs
1,0.0029883384704589844,15,343.79,343.7894444444444
2,0.006489992141723633,15,346.52,346.1938888888888
3,0.007065534591674805,19,352.24,352.2263636363637
4,0.007939338684082031,19,362.2,361.5209090909091
5,0.011131763458251953,19,367.4,367.0054545454546
6,0.012901544570922852,19,371.33,371.13545454545454
7,0.019690752029418945,19,375.71,375.0781818181818
8,0.08329892158508301,34,384.28,384.1974999999999
9,0.15866589546203613,39,391.26,391.14021739130436
10,0.2406308650970459,39,391.58,391.5067391304346
11,0.25661706924438477,39,391.63,391.5641304347827
12,0.49827122688293457,39,391.91,391.6360869565217
13,520.4062111377716,41,391.7,391.65244897959184

