Nrtasks,Time,Makespan,MaxTemp,AvgTemp
1,0.0760030746459961,15,375.45,344.508830022075
2,0.020389080047607422,15,403.58,352.7458057395143
3,0.026923418045043945,19,418.63,373.4740706806283
4,0.0281984806060791,19,470.31,378.094162303665
5,0.028496742248535156,19,480.69,396.08527486911
6,0.03368520736694336,19,481.02,397.64752181500876
7,0.03000330924987793,19,481.34,399.2564746945898
8,0.025599002838134766,20,508.56,423.42110696517403
9,0.030502796173095703,20,512.77,443.85695688225536
10,0.029524564743041992,20,516.53,453.24798092868974
11,0.028029680252075195,20,517.71,454.7567703150914
12,0.030764102935791016,20,597.28,466.647085406302
13,0.028455257415771484,20,608.12,494.4704560530679
14,0.030562639236450195,20,629.77,500.83434079601994
15,0.02971363067626953,20,600.98,503.97302653399674
16,0.03087902069091797,20,636.43,507.6100829187397
17,0.03362011909484863,20,645.15,531.3498714759536
18,0.029700756072998047,20,646.65,544.1040257048093
19,0.031881093978881836,20,649.19,562.2537520729685
20,0.03409695625305176,20,659.18,574.862508291874
21,0.035665273666381836,20,658.56,596.0937645107796
22,0.028596878051757812,20,666.99,619.4297802653401
23,0.03573250770568848,20,667.39,633.1760737976783
24,0.04546546936035156,21,670.45,640.2141666666668
25,0.04147028923034668,21,669.19,646.547859399684
26,0.050838470458984375,23,671.29,643.0421608946609
27,0.05119633674621582,23,669.38,645.7119877344877
28,0.047777414321899414,23,670.49,650.810212842713
29,0.05163288116455078,25,672.55,640.7767762284196
30,0.04906916618347168,27,671.67,635.282118696187

