Nrtasks,Time,Makespan,MaxTemp,Avgtemp
0, 0.006137371063232422, 0, 318.15, 318.15000000000003 
10, 0.02067399024963379, 20, 441.85, 376.2915008291873 
20, 0.024186134338378906, 20, 472.96, 427.5010986733002 
30, 0.02903151512145996, 27, 473.96, 452.9379366543665 
40, 0.0377652645111084, 35, 476.13, 460.97942782526115 
50, 0.04555559158325195, 45, 476.01, 462.1768828529195 
60, 0.05055952072143555, 51, 479.61, 464.2615867579909 
70, 0.06034374237060547, 61, 482.13, 464.17410392798706 
80, 0.0691988468170166, 67, 479.88, 464.73435419771477 
90, 0.07493948936462402, 77, 482.88, 466.1127842628619 
100, 0.08924627304077148, 90, 482.65, 465.3114465408803 
110, 0.09813141822814941, 100, 481.86, 466.4780735930735 
120, 0.11228752136230469, 112, 482.09, 465.64705248290244 
130, 0.12386083602905273, 119, 485.83, 466.7696893366918 
140, 0.12694454193115234, 127, 485.87, 467.26995869394204 
150, 0.13570904731750488, 138, 485.59, 467.39056360125505 
160, 0.14620018005371094, 145, 487.19, 468.03161497817587 
170, 0.16052603721618652, 154, 486.51, 467.82345500757066 
180, 0.1671454906463623, 161, 487.12, 468.78352679495134 
190, 0.1773536205291748, 172, 484.35, 468.85595390276984 
200, 0.1873006820678711, 183, 487.14, 468.47987757145467 
210, 0.1951618194580078, 190, 486.14, 468.66976591267786 
220, 0.2066349983215332, 201, 483.77, 469.2067168075592 
230, 0.22439980506896973, 212, 486.32, 469.18643485777164 
240, 0.23660063743591309, 222, 490.61, 469.0335209365148 
250, 0.24602842330932617, 231, 486.8, 469.01734818981737 
260, 0.25446081161499023, 241, 482.79, 468.98511371491867 
270, 0.2634305953979492, 248, 487.27, 469.36869441085605 
280, 0.28147077560424805, 260, 485.72, 469.0075643983077 
290, 0.2895777225494385, 268, 483.87, 469.0801594554268 
300, 0.3025197982788086, 276, 484.56, 469.10074821924496 
310, 0.3248176574707031, 285, 487.82, 469.20121565532577 
320, 0.3249228000640869, 298, 483.68, 468.8758632449964 
330, 0.3353769779205322, 308, 486.15, 468.99301823001224 
340, 0.3513929843902588, 319, 486.18, 468.80487569205025 
350, 0.35587167739868164, 326, 485.04, 468.64364714300376 
360, 0.37444329261779785, 333, 485.22, 468.7296767737414 
370, 0.388901948928833, 343, 484.79, 468.6087357913143 
380, 0.41451048851013184, 351, 486.58, 468.5427473179531 
390, 0.40539979934692383, 362, 485.76, 468.5857323023108 
