Nr tasks 1, Time 1.104884386062622, Makespan 15, Max Temp 349.49 
Nr tasks 2, Time 0.018602371215820312, Makespan 15, Max Temp 345.99 
Nr tasks 3, Time 0.028618574142456055, Makespan 19, Max Temp 350.95 
Nr tasks 4, Time 0.04310441017150879, Makespan 19, Max Temp 375.87 
Nr tasks 5, Time 0.06053352355957031, Makespan 19, Max Temp 384.74 
Nr tasks 6, Time 0.07814908027648926, Makespan 19, Max Temp 388.9 
Nr tasks 7, Time 0.10242700576782227, Makespan 19, Max Temp 393.53 
Nr tasks 8, Time 1.0823314189910889, Makespan 20, Max Temp 400.0 
Nr tasks 9, Time 13.575257301330566, Makespan 34, Max Temp 398.65 
Nr tasks 10, Time 23.719345331192017, Makespan 34, Max Temp 396.92 
Nr tasks 11, Time 23.728456258773804, Makespan 40, Max Temp 396.87 
Nr tasks 12, Time 23.735416173934937, Makespan 40, Max Temp 399.12 
Nr tasks 13, Time 23.744692087173462, Makespan 50, Max Temp 396.84 
Nr tasks 14, Time 23.77700686454773, Makespan 50, Max Temp 396.87 
Nr tasks 15, Time 23.993897676467896, Makespan 50, Max Temp 396.89 
Nr tasks 16, Time 23.908165454864502, Makespan 54, Max Temp 398.78 
Nr tasks 17, Time 26.094775199890137, Makespan 67, Max Temp 398.05 
Nr tasks 18, Time 26.701271295547485, Makespan 67, Max Temp 398.23 
Nr tasks 19, Time 32.41322469711304, Makespan 67, Max Temp 398.45 
Nr tasks 20, Time 123.535884141922, Makespan 68, Max Temp 399.37 
Nr tasks 21, Time 123.54169797897339, Makespan 80, Max Temp 399.37 
Nr tasks 22, Time 123.54968762397766, Makespan 80, Max Temp 399.37 
Nr tasks 23, Time 123.65797543525696, Makespan 88, Max Temp 401.67 
Nr tasks 24, Time 123.73766756057739, Makespan 88, Max Temp 399.37 
Nr tasks 25, Time 124.26178693771362, Makespan 88, Max Temp 399.37 
Nr tasks 26, Time 125.70276951789856, Makespan 91, Max Temp 399.37 
Nr tasks 27, Time 124.80324339866638, Makespan 95, Max Temp 399.51 
Nr tasks 28, Time 128.2918164730072, Makespan 95, Max Temp 399.37 
Nr tasks 29, Time 130.68679094314575, Makespan 97, Max Temp 399.37 
Nr tasks 30, Time 135.98607683181763, Makespan 99, Max Temp 402.44 
Nr tasks 31, Time 135.99272322654724, Makespan 102, Max Temp 402.44 
Nr tasks 32, Time 135.99951100349426, Makespan 106, Max Temp 402.44 
Nr tasks 33, Time 136.0158474445343, Makespan 106, Max Temp 402.44 
Nr tasks 34, Time 136.20860123634338, Makespan 107, Max Temp 402.44 
Nr tasks 35, Time 136.51850938796997, Makespan 109, Max Temp 402.44 
Nr tasks 36, Time 136.1233048439026, Makespan 114, Max Temp 402.44 
Nr tasks 37, Time 136.75502014160156, Makespan 114, Max Temp 402.44 
Nr tasks 38, Time 138.4417018890381, Makespan 114, Max Temp 402.44 
Nr tasks 39, Time 151.5601327419281, Makespan 116, Max Temp 402.44 
Nr tasks 40, Time 1242.4862489700317, Makespan 117, Max Temp 402.44 
Nr tasks 41, Time 1242.4914112091064, Makespan 132, Max Temp 402.44 
Nr tasks 42, Time 1242.4987320899963, Makespan 136, Max Temp 402.44 
Nr tasks 43, Time 1242.5163006782532, Makespan 136, Max Temp 402.44 
Nr tasks 44, Time 1242.521601676941, Makespan 147, Max Temp 402.44 
Nr tasks 45, Time 1242.8139779567719, Makespan 155, Max Temp 402.44 
Nr tasks 46, Time 1243.3744523525238, Makespan 155, Max Temp 402.44 
Nr tasks 47, Time 1245.931444644928, Makespan 155, Max Temp 403.54 
Nr tasks 48, Time 1255.2864377498627, Makespan 162, Max Temp 402.44 
Nr tasks 49, Time 2070.2788610458374, Makespan 170, Max Temp 402.44 
Nr tasks 50, Time 2443.017276763916, Makespan 170, Max Temp 402.44 
