Nrtasks,Time,Makespan,MaxTemp
1,0.023914098739624023,15,349.49
2,0.032736778259277344,15,345.99
3,0.04716753959655762,19,350.95
4,0.05665469169616699,19,358.56
5,0.07402729988098145,19,374.96
6,0.10152697563171387,19,387.11
7,0.12401247024536133,19,383.31
8,0.9439101219177246,20,398.73
9,24.332677841186523,34,396.74
10,46.792267084121704,34,399.21
11,51.97047472000122,34,399.34
12,25.552279949188232,34,399.26
13,78.15322089195251,36,397.47
14,102.47755527496338,36,400.23

