PE_L1_1 PE_L1_2 PE_L1_3 PE_L1_4 PE_L2_1 PE_L2_2 PE_L2_3 PE_L2_4 
31 0 34 0 31 0 23 64 
31 0 34 0 31 0 23 64 
31 0 34 0 31 0 23 64 
31 0 34 0 31 0 23 64 
31 0 34 0 31 0 23 64 
31 0 34 0 31 0 23 64 
31 0 34 0 31 0 23 64 
31 0 34 0 31 0 23 64 
31 0 34 0 31 0 23 64 
31 0 34 0 31 0 23 64 
31 0 34 0 0 0 0 32 
31 0 34 0 0 0 0 32 
31 0 34 0 0 0 0 32 
31 0 34 0 0 0 0 32 
31 0 34 0 0 0 0 32 
31 0 34 0 0 0 0 32 
31 0 34 0 0 0 0 32 
31 0 34 0 0 0 0 32 
31 0 34 0 0 0 0 32 
31 0 34 0 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 32 
31 0 34 50 0 0 0 0 
31 0 34 50 0 0 0 0 
31 0 34 50 0 0 0 0 
31 0 34 50 0 0 0 0 
31 0 34 50 0 0 0 0 
31 0 34 50 0 0 0 0 
31 0 34 50 0 0 0 0 
31 0 34 50 0 0 0 0 
31 0 34 50 0 0 0 0 
31 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
34 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 50 0 0 0 0 
0 0 34 0 79 0 0 0 
0 0 34 0 79 0 0 0 
0 0 34 0 79 0 0 0 
0 0 34 0 79 0 0 0 
0 0 34 0 79 0 0 0 
0 0 34 0 79 0 0 0 
0 0 34 0 79 0 0 0 
0 0 34 0 79 0 0 0 
0 0 34 0 79 0 0 0 
0 0 34 0 79 0 0 0 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 0 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 79 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 24 81 
0 0 0 0 0 0 0 0 
