PE_L1_1 PE_L1_2 PE_L1_3 PE_L1_4 PE_L2_1 PE_L2_2 PE_L2_3 PE_L2_4 
0 0 0 0 24 64 0 0 
0 0 0 0 24 64 0 0 
0 0 0 0 24 64 0 0 
0 0 0 0 24 64 0 0 
0 0 0 0 24 64 0 0 
0 0 0 0 24 64 0 0 
0 0 0 0 24 64 0 0 
0 0 0 0 24 64 0 0 
0 0 0 0 24 64 0 0 
0 0 0 0 24 64 0 0 
0 0 31 0 24 0 0 0 
0 0 31 0 24 0 0 0 
0 0 31 0 24 0 0 0 
0 0 31 0 24 0 0 0 
0 0 31 0 24 0 0 0 
0 0 31 0 24 0 0 0 
0 0 31 0 24 0 0 0 
0 0 31 0 24 0 0 0 
0 0 31 0 24 0 0 0 
0 0 31 0 24 0 0 0 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 23 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 0 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
0 0 0 0 24 31 50 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
32 0 0 0 24 0 0 34 
